TenantId,Id,FromDate,ToDate,EmployeeId,PlanId
3339,204330,2024-06-01 00:00:00.000,2026-12-31 00:00:00.000,52102,4694
3339,204333,2024-01-01 00:00:00.000,2026-12-31 00:00:00.000,52111,4694
3339,204334,2024-01-01 00:00:00.000,2024-12-31 00:00:00.000,52120,4694
3339,204332,2024-01-01 00:00:00.000,2024-07-22 08:26:49.493,52137,4694
3339,204160,2024-06-01 00:00:00.000,2024-07-23 00:00:00.000,52624,4695
